ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4
1763,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Ivy Cudgel,Horn Leech
1764,Pelipper,Focus Sash,Drizzle,Flying,Hurricane,Weather Ball,Tailwind,Wide Guard
1764,Incineroar,Safety Goggles,Intimidate,Water,Fake Out,Parting Shot,Knock Off,Flare Blitz
1764,Basculegion,Life Orb,Swift Swim,Ghost,Aqua Jet,Wave Crash,Last Respects,Protect
1764,Archaludon,Assault Vest,Stamina,Grass,Body Press,Flash Cannon,Electro Shot,Draco Meteor
1764,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Pollen Puff,Spore,Protect
1764,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect
1765,Walking Wake,Life Orb,Protosynthesis,Stellar,Protect,Draco Meteor,Hydro Steam,Flamethrower
1765,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Trick Room,Helping Hand,Dazzling Gleam,Psychic Noise
1765,Amoonguss,Rocky Helmet,Regenerator,Dark,Spore,Rage Powder,Pollen Puff,Clear Smog
1765,Thundurus,Covert Cloak,Prankster,Electric,Wildbolt Storm,Eerie Impulse,Electric Terrain,Sunny Day
1765,Ursaluna-Bloodmoon,Throat Spray,Mind’s Eye,Normal,Protect,Hyper Voice,Blood Moon,Earth Power
1765,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl
1766,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Horn Leech,Spiky Shield
1766,Dragonite,Choice Band,Inner Focus,Normal,Aerial Ace,Extreme Speed,Outrage,Aqua Jet
1766,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Icy Wind
1766,Kingambit,Safety Goggles,Defiant,Dark,Protect,Kowtow Cleave,Swords Dance,Sucker Punch
1766,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Protect,Sucker Punch,Sacred Sword
1766,Gouging Fire,Booster Energy,Protosynthesis,Grass,Burning Bulwark,Breaking Swipe,Heat Crash,Howl
1767,Whimsicott,Focus Sash,Prankster,Ghost,Protect,Tailwind,Encore,Moonblast
1767,Gholdengo,Leftovers,Good as Gold,Dragon,Protect,Make It Rain,Shadow Ball,Nasty Plot
1767,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Follow Me,Spiky Shield,Horn Leech
1767,Regidrago,Dragon Fang,Dragon's Maw,Steel,Protect,Dragon Energy,Dragon Pulse,Tera Blast
1767,Urshifu-Rapid-Strike,Choice Band,Unseen Fist,Poison,Aqua Jet,Surging Strikes,Close Combat,Poison Jab
1767,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,High Horsepower,Fake Out
1768,Porygon2,Eviolite,Download,Ground,Recover,Ice Beam,Tera Blast,Trick Room
1768,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Icy Wind,Moonblast
1768,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderclap,Snarl,Volt Switch,Draco Meteor
1768,Whimsicott,Focus Sash,Prankster,Ghost,Tailwind,Encore,Moonblast,Beat Up
1768,Incineroar,Sitrus Berry,Intimidate,Water,Flare Blitz,Knock Off,Parting Shot,Fake Out
1768,Annihilape,Leftovers,Defiant,Fire,Rage Fist,Protect,Bulk Up,Drain Punch
1769,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Aerial Ace,Stomping Tantrum,Outrage
1769,Glimmora,Power Herb,Toxic Debris,Grass,Sludge Bomb,Meteor Beam,Mortal Spin,Spiky Shield
1769,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
1769,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Psychic,Snarl
1769,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect
1769,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Power Gem,Protect
1770,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
1770,Iron Hands,Assault Vest,Quark Drive,Grass,Fake Out,Wild Charge,Drain Punch,Heavy Slam
1770,Squawkabilly-Yellow,Sitrus Berry,Intimidate,Steel,Brave Bird,Taunt,Tailwind,Parting Shot
1770,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
1770,Iron Bundle,Booster Energy,Quark Drive,Ghost,Icy Wind,Freeze-Dry,Encore,Protect
1770,Gholdengo,Leftovers,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect
1771,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Perish Song
1771,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Stomping Tantrum,Aerial Ace
1771,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl
1771,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
1771,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect
1771,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
1772,Iron Crown,Booster Energy,Quark Drive,Grass,Protect,Tachyon Cutter,Expanding Force,Tera Blast
1772,Furret,Focus Sash,Keen Eye,Flying,Follow Me,Endeavor,Helping Hand,Protect
1772,Indeedee-F,Psychic Seed,Psychic Surge,Ice,Follow Me,Helping Hand,Protect,Trick Room
1772,Tyranitar,Leftovers,Sand Stream,Poison,Stomping Tantrum,Crunch,Ice Fang,Protect
1772,Latias,Safety Goggles,Levitate,Poison,Mist Ball,Tailwind,Ice Beam,Recover
1772,Landorus,Life Orb,Sheer Force,Ground,Earth Power,Sludge Bomb,Protect,Imprison
1773,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect
1773,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Hyper Voice,Earth Power,Blood Moon,Protect
1773,Kingambit,Assault Vest,Defiant,Fairy,Kowtow Cleave,Iron Head,Sucker Punch,Tera Blast
1773,Farigiraf,Rocky Helmet,Armor Tail,Fairy,Uproar,Dazzling Gleam,Trick Room,Helping Hand
1773,Gouging Fire,Booster Energy,Protosynthesis,Grass,Breaking Swipe,Heat Crash,Howl,Burning Bulwark
1773,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
1774,Entei,Choice Band,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Tera Blast
1774,Farigiraf,Safety Goggles,Armor Tail,Fairy,Dazzling Gleam,Imprison,Psychic Noise,Trick Room
1774,Chien-Pao,Life Orb,Sword of Ruin,Stellar,Protect,Ice Spinner,Sucker Punch,Sacred Sword
1774,Archaludon,Assault Vest,Stamina,Ghost,Draco Meteor,Heavy Slam,Body Press,Mirror Coat
1774,Whimsicott,Focus Sash,Prankster,Ghost,Tailwind,Encore,Moonblast,Beat Up
1774,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Horn Leech,Follow Me
1775,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Ice Spinner,Sucker Punch,Sacred Sword
1775,Entei,Choice Band,Inner Focus,Normal,Extreme Speed,Sacred Fire,Stomping Tantrum,Stone Edge
1775,Rillaboom,Assault Vest,Grassy Surge,Fire,Knock Off,Wood Hammer,Grassy Glide,Fake Out
1775,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Thunderbolt
1775,Tornadus,Covert Cloak,Prankster,Dark,Tailwind,Bleakwind Storm,Sunny Day,Rain Dance
1775,Walking Wake,Life Orb,Protosynthesis,Water,Hydro Steam,Protect,Dragon Pulse,Flamethrower
1776,Dondozo,Rocky Helmet,Oblivious,Dragon,Wave Crash,Earthquake,Order Up,Protect
1776,Dragonite,Choice Band,Inner Focus,Normal,Outrage,Aerial Ace,Stomping Tantrum,Extreme Speed
1776,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Sucker Punch,Ice Spinner,Sacred Sword,Protect
1776,Tatsugiri,Choice Scarf,Commander,Steel,Draco Meteor,Dragon Pulse,Muddy Water,Icy Wind
1776,Ogerpon,Covert Cloak,Defiant,Grass,Ivy Cudgel,Superpower,Follow Me,Spiky Shield
1776,Glimmora,Power Herb,Toxic Debris,Grass,Sludge Bomb,Meteor Beam,Mortal Spin,Spiky Shield
1777,Amoonguss,Sitrus Berry,Regenerator,Dark,Spore,Rage Powder,Pollen Puff,Protect
1777,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect
1777,Pelipper,Focus Sash,Drizzle,Flying,Protect,Hurricane,Tailwind,Muddy Water
1777,Baxcalibur,Clear Amulet,Thermal Exchange,Poison,Glaive Rush,Icicle Crash,Ice Shard,Protect
1777,Archaludon,Assault Vest,Stamina,Grass,Dragon Pulse,Flash Cannon,Body Press,Electro Shot
1777,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Poison,Surging Strikes,Aqua Jet,Close Combat,U-turn
1778,Entei,Sitrus Berry,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Protect
1778,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect
1778,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
1778,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,U-turn
1778,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Iron Head,U-turn
1778,Tornadus,Focus Sash,Prankster,Ghost,Tailwind,Rain Dance,Protect,Bleakwind Storm
1779,Farigiraf,Mental Herb,Armor Tail,Poison,Helping Hand,Trick Room,Protect,Psychic
1779,Chi-Yu,Leftovers,Beads of Ruin,Grass,Heat Wave,Snarl,Nasty Plot,Protect
1779,Rillaboom,Assault Vest,Grassy Surge,Fire,U-turn,Grassy Glide,Wood Hammer,Fake Out
1779,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Icy Wind,Shadow Ball,Dazzling Gleam
1779,Iron Hands,Clear Amulet,Quark Drive,Water,Wild Charge,Fake Out,Drain Punch,Ice Punch
1779,Ursaluna,Flame Orb,Guts,Ghost,Facade,Protect,Thunder Punch,Headlong Rush
1780,Farigiraf,Iapapa Berry,Armor Tail,Fairy,Shadow Ball,Dazzling Gleam,Protect,Psychic
1780,Talonflame,Focus Sash,Gale Wings,Fairy,Tailwind,Acrobatics,Flare Blitz,Protect
1780,Metagross,Assault Vest,Clear Body,Flying,Ice Punch,Brick Break,Thunder Punch,Bullet Punch
1780,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Horn Leech,Throat Chop
1780,Tatsugiri-Stretchy,Shell Bell,Commander,Fairy,Surf,Dragon Pulse,Mirror Coat,Protect
1780,Dondozo,Leftovers,Oblivious,Fairy,Heavy Slam,Earthquake,Wave Crash,Protect
1781,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Power Gem
1781,Whimsicott,Focus Sash,Prankster,Ghost,Helping Hand,Tailwind,Moonblast,Taunt
1781,Amoonguss,Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Pollen Puff,Protect
1781,Okidogi,Life Orb,Guard Dog,Grass,Poison Jab,Drain Punch,Upper Hand,High Horsepower
1781,Empoleon,Assault Vest,Competitive,Flying,Flash Cannon,Air Slash,Ice Beam,Hydro Pump
1781,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Swords Dance,Ivy Cudgel,Horn Leech,Knock Off
1782,Raging Bolt,Leftovers,Protosynthesis,Grass,Thunderbolt,Thunderclap,Protect,Dragon Pulse
1782,Rillaboom,Life Orb,Grassy Surge,Grass,Wood Hammer,Grassy Glide,Protect,Fake Out
1782,Baxcalibur,Loaded Dice,Ice Body,Fire,High Horsepower,Icicle Spear,Swords Dance,Protect
1782,Heatran,Assault Vest,Flash Fire,Grass,Flash Cannon,Earth Power,Heat Wave,Tera Blast
1782,Ninetales-Alola,Light Clay,Snow Warning,Ghost,Icy Wind,Protect,Encore,Aurora Veil
1782,Landorus-Therian,Choice Scarf,Intimidate,Flying,U-turn,Tera Blast,Rock Slide,Stomping Tantrum
1783,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
1783,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
1783,Incineroar,Figy Berry,Intimidate,Grass,Knock Off,Flare Blitz,Parting Shot,Fake Out
1783,Raging Bolt,Safety Goggles,Protosynthesis,Electric,Thunderclap,Protect,Thunderbolt,Draco Meteor
1783,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect
1783,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Protect,Icy Wind
1784,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
1784,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Protect
1784,Raging Bolt,Booster Energy,Protosynthesis,Grass,Dark Pulse,Thunderclap,Calm Mind,Protect
1784,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Earth Power,Sludge Bomb,Protect
1784,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,High Horsepower,Fake Out
1784,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out
1785,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Fake Out,Parting Shot,Knock Off
1785,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Protect,Sucker Punch,Sacred Sword
1785,Tatsugiri,Choice Scarf,Commander,Steel,Muddy Water,Icy Wind,Tera Blast,Draco Meteor
1785,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Mortal Spin,Spiky Shield,Sludge Bomb
1785,Dondozo,Leftovers,Unaware,Grass,Wave Crash,Protect,Earthquake,Order Up
1785,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Aerial Ace,Stomping Tantrum
1786,Amoonguss,Sitrus Berry,Regenerator,Water,Grass Knot,Rage Powder,Pollen Puff,Spore
1786,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Sucker Punch,Sacred Sword,Ice Spinner
1786,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Shadow Ball,Dazzling Gleam
1786,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,U-turn,Aqua Jet,Close Combat,Surging Strikes
1786,Kingambit,Black Glasses,Defiant,Dragon,Protect,Swords Dance,Kowtow Cleave,Sucker Punch
1786,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl
1787,Excadrill,Clear Amulet,Sand Rush,Flying,Iron Head,High Horsepower,Swords Dance,Protect
1787,Rillaboom,Assault Vest,Grassy Surge,Grass,Grassy Glide,Fake Out,Drain Punch,U-turn
1787,Gouging Fire,Booster Energy,Protosynthesis,Grass,Flare Blitz,Breaking Swipe,Dragon Dance,Burning Bulwark
1787,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Horn Leech,Ivy Cudgel
1787,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Icy Wind
1787,Tyranitar,Sitrus Berry,Sand Stream,Fairy,Knock Off,Rock Slide,Thunder Wave,Protect
1788,Incineroar,Safety Goggles,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot
1788,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect
1788,Metagross,Assault Vest,Clear Body,Steel,Heavy Slam,Psychic Fangs,Bullet Punch,Protect
1788,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Protect,Sludge Bomb,Earth Power
1788,Dragapult,Choice Band,Clear Body,Ghost,Dragon Darts,U-turn,Phantom Force,Sucker Punch
1788,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech
1789,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Follow Me,Ivy Cudgel,Encore,Spiky Shield
1789,Gothitelle,Rocky Helmet,Shadow Tag,Steel,Protect,Fake Out,Trick Room,Psychic
1789,Kommo-o,Leftovers,Soundproof,Steel,Body Press,Iron Head,Iron Defense,Protect
1789,Iron Leaves,Clear Amulet,Quark Drive,Fairy,Coaching,Leaf Blade,Tera Blast,Protect
1789,Lilligant-Hisui,Focus Sash,Chlorophyll,Fighting,Coaching,Encore,Grassy Terrain,Close Combat
1789,Flutter Mane,Life Orb,Protosynthesis,Stellar,Perish Song,Shadow Ball,Icy Wind,Protect
1790,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Outrage,Aerial Ace,Stomping Tantrum
1790,Raging Bolt,Safety Goggles,Protosynthesis,Water,Thunderbolt,Thunderclap,Draco Meteor,Protect
1790,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl
1790,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
1790,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
1790,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect
1791,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
1791,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Protect
1791,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Protect,Sucker Punch,Sacred Sword
1791,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl
1791,Moltres-Galar,Sitrus Berry,Berserk,Grass,Shadow Ball,Protect,Fiery Wrath,Nasty Plot
1791,Tornadus,Covert Cloak,Prankster,Flying,Bleakwind Storm,Protect,Icy Wind,Tailwind
1792,Raging Bolt,Safety Goggles,Protosynthesis,Water,Thunderclap,Thunderbolt,Protect,Draco Meteor
1792,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
1792,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Snarl,Stone Edge
1792,Dragonite,Choice Band,Inner Focus,Normal,Outrage,Extreme Speed,Aerial Ace,Stomping Tantrum
1792,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Protect,Sacred Sword
1792,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Horn Leech,Spiky Shield
1793,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Ivy Cudgel,Horn Leech
1793,Chi-Yu,Focus Sash,Beads of Ruin,Ghost,Protect,Heat Wave,Dark Pulse,Overheat
1793,Charjabug,Eviolite,Battery,Dragon,Electroweb,Lunge,String Shot,Struggle Bug
1793,Iron Crown,Life Orb,Quark Drive,Psychic,Protect,Tachyon Cutter,Expanding Force,Volt Switch
1793,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,Follow Me,Trick Room,Helping Hand,Imprison
1793,Flutter Mane,Booster Energy,Protosynthesis,Water,Protect,Moonblast,Shadow Ball,Tera Blast
1794,Tornadus,Rocky Helmet,Prankster,Flying,Protect,Tailwind,Sunny Day,Bleakwind Storm
1794,Iron Moth,Booster Energy,Quark Drive,Stellar,Dazzling Gleam,Fiery Dance,Protect,Sludge Wave
1794,Flutter Mane,Fairy Feather,Protosynthesis,Fairy,Protect,Moonblast,Dazzling Gleam,Icy Wind
1794,Metagross,Assault Vest,Clear Body,Water,Bullet Punch,Psychic Fangs,Stomping Tantrum,Ice Punch
1794,Raging Bolt,Leftovers,Protosynthesis,Water,Protect,Thunderclap,Dragon Pulse,Calm Mind
1794,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
1795,Entei,Assault Vest,Inner Focus,Normal,Sacred Fire,Extreme Speed,Snarl,Stomping Tantrum
1795,Rillaboom,Clear Amulet,Grassy Surge,Poison,Fake Out,Grassy Glide,U-turn,Taunt
1795,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Spiky Shield,Horn Leech
1795,Tornadus,Covert Cloak,Prankster,Flying,Rain Dance,Tailwind,Bleakwind Storm,Protect
1795,Electabuzz,Eviolite,Static,Ghost,Follow Me,Rain Dance,Electroweb,Taunt
1795,Urshifu-Rapid-Strike,King's Rock,Unseen Fist,Water,Surging Strikes,Detect,Close Combat,Aqua Jet
1796,Kingambit,Life Orb,Defiant,Fairy,Kowtow Cleave,Iron Head,Swords Dance,Sucker Punch
1796,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Swords Dance,Spiky Shield
1796,Pelipper,Sitrus Berry,Drizzle,Steel,Hydro Pump,Hurricane,Ice Beam,Protect
1796,Archaludon,Leftovers,Stamina,Grass,Protect,Flash Cannon,Electro Shot,Draco Meteor
1796,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Taunt,Tailwind,Rain Dance
1796,Amoonguss,Rocky Helmet,Effect Spore,Fire,Protect,Rage Powder,Sludge Bomb,Spore
1797,Rillaboom,Meadow Plate,Grassy Surge,Stellar,Wood Hammer,Grassy Glide,High Horsepower,Drain Punch
1797,Tornadus,Rocky Helmet,Prankster,Flying,Tailwind,Rain Dance,Hurricane,Bleakwind Storm
1797,Entei,Assault Vest,Inner Focus,Normal,Extreme Speed,Snarl,Stomping Tantrum,Sacred Fire
1797,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Earth Power,Sludge Bomb,Protect
1797,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Haze,Ice Spinner,Sucker Punch,Sacred Sword
1797,Raging Bolt,Safety Goggles,Protosynthesis,Electric,Thunderbolt,Draco Meteor,Thunderclap,Protect
1798,Entei,Choice Band,Inner Focus,Normal,Sacred Fire,Extreme Speed,Stomping Tantrum,Crunch
1798,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Ice Shard,Throat Chop,Protect
1798,Incineroar,Covert Cloak,Intimidate,Water,Will-O-Wisp,Flare Blitz,Protect,Parting Shot
1798,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Poison,Surging Strikes,Aqua Jet,Close Combat,Poison Jab
1798,Amoonguss,Rocky Helmet,Regenerator,Dark,Rage Powder,Clear Smog,Spore,Pollen Puff
1798,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Protect,Thunderbolt
1799,Incineroar,Safety Goggles,Intimidate,Flying,Fake Out,Acrobatics,Knock Off,Flare Blitz
1799,Iron Hands,Clear Amulet,Quark Drive,Grass,Protect,Drain Punch,Heavy Slam,Wild Charge
1799,Gastrodon,Rocky Helmet,Storm Drain,Flying,Tera Blast,Ice Beam,Earth Power,Protect
1799,Comfey,Big Root,Triage,Steel,Floral Healing,Draining Kiss,Protect,Calm Mind
1799,Porygon2,Eviolite,Trace,Ghost,Trick Room,Psychic,Recover,Tri Attack
1799,Dragonite,Assault Vest,Multiscale,Normal,Extreme Speed,Earthquake,Iron Head,Ice Spinner
1800,Metagross,Assault Vest,Clear Body,Normal,Heavy Slam,Bullet Punch,Psychic Fangs,Explosion
1800,Whimsicott,Covert Cloak,Prankster,Steel,Helping Hand,Sunny Day,Tailwind,Moonblast
1800,Walking Wake,Life Orb,Protosynthesis,Fire,Hydro Steam,Draco Meteor,Protect,Flamethrower
1800,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Protect,Sucker Punch,Sacred Sword
1800,Entei,Choice Band,Inner Focus,Normal,Extreme Speed,Sacred Fire,Stomping Tantrum,Flare Blitz
1800,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect
1801,Urshifu,Choice Scarf,Unseen Fist,Stellar,Close Combat,Wicked Blow,Iron Head,U-turn
1801,Torkoal,Charcoal,Drought,Fire,Eruption,Heat Wave,Earth Power,Clear Smog
1801,Ursaluna,Flame Orb,Guts,Ghost,Facade,Headlong Rush,Swords Dance,Protect
1801,Gallade,Clear Amulet,Sharpness,Grass,Psycho Cut,Sacred Sword,Upper Hand,Trick Room
1801,Indeedee-F,Rocky Helmet,Psychic Surge,Fire,Dazzling Gleam,Follow Me,Helping Hand,Trick Room
1801,Hatterene,Life Orb,Magic Bounce,Fire,Protect,Expanding Force,Dazzling Gleam,Trick Room
1802,Snorlax,Leftovers,Thick Fat,Grass,Giga Impact,Hammer Arm,Seed Bomb,Protect
1802,Emboar,Muscle Band,Blaze,Steel,Fire Punch,Brick Break,Iron Head,Protect
1802,Clefable,Life Orb,Magic Guard,Psychic,Metronome,Dazzling Gleam,Psychic,Protect
1802,Gengar,Wise Glasses,Cursed Body,Poison,Shadow Ball,Sludge Wave,Dark Pulse,Protect
1802,Pikachu,Eviolite,Static,Ground,Thunderbolt,Discharge,Dig,Protect
1802,Quagsire,Scope Lens,Water Absorb,Ice,Waterfall,Earthquake,Ice Punch,Protect
1803,Tornadus,Covert Cloak,Prankster,Ghost,Bleakwind Storm,Tailwind,Rain Dance,Taunt
1803,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Fake Out,Parting Shot,Knock Off
1803,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Follow Me,Horn Leech
1803,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Shadow Ball,Moonblast,Dazzling Gleam
1803,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,Protect
1803,Landorus,Life Orb,Sheer Force,Poison,Sandsear Storm,Earth Power,Protect,Sludge Bomb
1804,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Spiky Shield,Horn Leech,Follow Me
1804,Urshifu,Focus Sash,Unseen Fist,Dark,Sucker Punch,Wicked Blow,Detect,Close Combat
1804,Landorus,Life Orb,Sheer Force,Poison,Sludge Bomb,Sandsear Storm,Earth Power,Protect
1804,Flutter Mane,Booster Energy,Protosynthesis,Stellar,Icy Wind,Dazzling Gleam,Protect,Shadow Ball
1804,Entei,Assault Vest,Inner Focus,Normal,Extreme Speed,Sacred Fire,Snarl,Stomping Tantrum
