ID,Torneo,Tipo_Torneo,Player,Rondas,Equipo,Wins,Losses,DF_Name
3580,Regional Dortmund,Oficial,Maik Obert [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/108,https://pokepast.es/adf09b6b9fbcbb50,4.0,5.0,TR_Balance_IDs
3581,Regional Dortmund,Oficial,Pablo Ezcurra Abad [ES],https://standings.stalruth.dev/2024/regional-dortmund/masters/396,https://pokepast.es/daf860dd4b08fd91,4.0,5.0,Spanish_Balance_IDs
3582,Regional Dortmund,Oficial,Marco Müller [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/358,https://pokepast.es/0860ff82ba300251,4.0,5.0,
3583,Regional Dortmund,Oficial,Michael Bogner [AT],https://standings.stalruth.dev/2024/regional-dortmund/masters/495,https://pokepast.es/273001868926076c,4.0,5.0,TR_Balance_IDs
3584,Regional Dortmund,Oficial,Robin Kracht [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/434,https://pokepast.es/f78df7f81fa2674e,4.0,5.0,HardTR_IDs
3585,Regional Dortmund,Oficial,Alessandro Bugari [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/391,https://pokepast.es/90481478cf15a536,4.0,5.0,TW_Offense_IDs
3586,Regional Dortmund,Oficial,Benjamin Gorgos [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/138,https://pokepast.es/95fbe3ee01c1e9aa,4.0,5.0,Pao_Prio_IDs
3587,Regional Dortmund,Oficial,Michel Zazzi [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/58,https://pokepast.es/c1ebdc0f3dc18c58,4.0,5.0,SetUp_DD_IDs
3588,Regional Dortmund,Oficial,Raphael Groß [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/221,https://pokepast.es/f6923308524f2574,4.0,5.0,
3589,Regional Dortmund,Oficial,Stefan Gleibs [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/114,https://pokepast.es/37988a5611a5914a,4.0,5.0,KOG_IDs
3590,Regional Dortmund,Oficial,Roberto Retico [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/436,https://pokepast.es/93a23f4022426596,4.0,5.0,DozoTatsu_IDs
3591,Regional Dortmund,Oficial,Christian Franck [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/52,https://pokepast.es/29e45bef975d58e6,4.0,5.0,TW_Offense_IDs
3592,Regional Dortmund,Oficial,Henri Peters [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/75,https://pokepast.es/55ac6f1a9beaf980,4.0,5.0,
3593,Regional Dortmund,Oficial,Matthias Brandhofer [AT],https://standings.stalruth.dev/2024/regional-dortmund/masters/224,https://pokepast.es/631eb2459c91cdc8,4.0,5.0,
3594,Regional Dortmund,Oficial,Kai Wycik [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/459,https://pokepast.es/13a14dc3ec13278c,4.0,5.0,TW_Offense_IDs
3595,Regional Dortmund,Oficial,Mate Ivan Jäger [AT],https://standings.stalruth.dev/2024/regional-dortmund/masters/194,https://pokepast.es/7731ef66dccb05da,4.0,5.0,
3596,Regional Dortmund,Oficial,Timon Falk [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/8,https://pokepast.es/a114cee5660faa5b,4.0,5.0,
3597,Regional Dortmund,Oficial,Daniel Parris [UK],https://standings.stalruth.dev/2024/regional-dortmund/masters/81,https://pokepast.es/5aa88381e40cad46,4.0,5.0,
3598,Regional Dortmund,Oficial,Yunus Burneckas [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/484,https://pokepast.es/f9a7d1ef0736623d,4.0,5.0,
3599,Regional Dortmund,Oficial,Malte Rogoll [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/333,https://pokepast.es/6c3def2242d05a76,4.0,5.0,TW_Offense_IDs
3600,Regional Dortmund,Oficial,Samuel Naylor [UK],https://standings.stalruth.dev/2024/regional-dortmund/masters/305,https://pokepast.es/80b5708509d417db,4.0,5.0,
3601,Regional Dortmund,Oficial,Justus Lass [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/150,https://pokepast.es/1d720b1e137c54cd,4.0,5.0,FWG_TR_IDs
3602,Regional Dortmund,Oficial,Malte Kyburg [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/532,https://pokepast.es/4d35e675968b8101,4.0,5.0,TW_Offense_IDs
3603,Regional Dortmund,Oficial,Mika Cedric Henning [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/145,https://pokepast.es/cdefd768f6312739,4.0,5.0,FWG_TR_IDs
3604,Regional Dortmund,Oficial,Adam Benzoubir [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/132,https://pokepast.es/59f8e4f79a6b2732,4.0,5.0,
3605,Regional Dortmund,Oficial,Jamiro Telgt [NL],https://standings.stalruth.dev/2024/regional-dortmund/masters/388,https://pokepast.es/ad38a4578ce6f532,4.0,5.0,
3606,Regional Dortmund,Oficial,Mattia Patacchiola [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/335,https://pokepast.es/edda799760808fce,4.0,5.0,
3607,Regional Dortmund,Oficial,Joshua Schmidts [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/346,https://pokepast.es/e13b20b57ea50e07,4.0,5.0,TW_Offense_IDs
3608,Regional Dortmund,Oficial,Thomas Engl [AT],https://standings.stalruth.dev/2024/regional-dortmund/masters/204,https://pokepast.es/0c68fd96b87ddde9,4.0,5.0,FWG_TR_IDs
3609,Regional Dortmund,Oficial,Julian Gimpel [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/120,https://pokepast.es/c5b13718067e33ac,4.0,5.0,Psyspam_TW_IDs
3610,Regional Dortmund,Oficial,Kurt Wonka [AT],https://standings.stalruth.dev/2024/regional-dortmund/masters/367,https://pokepast.es/56d8090ac6a2afb2,3.0,4.0,
3611,Regional Dortmund,Oficial,Erik Zwambach [NL],https://standings.stalruth.dev/2024/regional-dortmund/masters/180,https://pokepast.es/f33afa729a024d6d,3.0,4.0,KOG_IDs
3612,Regional Dortmund,Oficial,Elena Scuderi [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/244,https://pokepast.es/ab53cdae89219ea6,3.0,6.0,Pao_Prio_IDs
3613,Regional Dortmund,Oficial,Julian Freund [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/384,https://pokepast.es/193394decd8b4e0e,3.0,4.0,KOG_IDs
3614,Regional Dortmund,Oficial,Leon Hudert [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/275,https://pokepast.es/dcb1b2cf713fccfa,3.0,6.0,Pao_Prio_IDs
3615,Regional Dortmund,Oficial,Florian Binder [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/328,https://pokepast.es/e3b8ccf87fa4220d,3.0,5.0,
3616,Regional Dortmund,Oficial,Pascal Hoppenberg [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/336,https://pokepast.es/f2d074785614c807,3.0,5.0,Psyspam_TW_IDs
3617,Regional Dortmund,Oficial,Xavier Vazquez Ripoll [ES],https://standings.stalruth.dev/2024/regional-dortmund/masters/472,https://pokepast.es/5208301d640d04b1,3.0,4.0,
3618,Regional Dortmund,Oficial,Luca Mazzini [RO],https://standings.stalruth.dev/2024/regional-dortmund/masters/71,https://pokepast.es/8d5f847d5af3d2e9,3.0,6.0,
3619,Regional Dortmund,Oficial,Benjamin Gedaschke [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/512,https://pokepast.es/fad204430cac38a8,3.0,6.0,KOG_IDs
3620,Regional Dortmund,Oficial,Iván Peña Podadera [ES],https://standings.stalruth.dev/2024/regional-dortmund/masters/200,https://pokepast.es/c4de94bf4a511bee,3.0,6.0,
3621,Regional Dortmund,Oficial,Victor Fournier [FR],https://standings.stalruth.dev/2024/regional-dortmund/masters/187,https://pokepast.es/820ebe228e839844,3.0,6.0,
3622,Regional Dortmund,Oficial,Niels van der Aar [NL],https://standings.stalruth.dev/2024/regional-dortmund/masters/441,https://pokepast.es/9e21aaf8272c9da0,3.0,4.0,
3623,Regional Dortmund,Oficial,Iga Raczyńska [PL],https://standings.stalruth.dev/2024/regional-dortmund/masters/378,https://pokepast.es/4a4a40d35e2e34be,3.0,6.0,Hail_Offense_IDs
3624,Regional Dortmund,Oficial,Marvin Schmidt [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/107,https://pokepast.es/641a129883487fba,3.0,6.0,
3625,Regional Dortmund,Oficial,Paul Rappen [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/72,https://pokepast.es/dfcdb625437234df,3.0,3.0,TW_Offense_IDs
3626,Regional Dortmund,Oficial,Arthur Méreur [FR],https://standings.stalruth.dev/2024/regional-dortmund/masters/140,https://pokepast.es/96e1771c6a5db2f6,3.0,6.0,TW_Offense_IDs
3627,Regional Dortmund,Oficial,David Dam [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/477,https://pokepast.es/589c458fcb67126d,3.0,5.0,
3628,Regional Dortmund,Oficial,Macx Medley [NL],https://standings.stalruth.dev/2024/regional-dortmund/masters/371,https://pokepast.es/2b9cd72773f63d64,3.0,6.0,FWG_TR_IDs
3629,Regional Dortmund,Oficial,Christian Pontrelli [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/370,https://pokepast.es/dcefc77ffef68350,3.0,6.0,
3630,Regional Dortmund,Oficial,Chiara Perego [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/189,https://pokepast.es/7ed48c00acead090,3.0,6.0,Psyspam_TW_IDs
3631,Regional Dortmund,Oficial,Oliver Marek [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/357,https://pokepast.es/a137d990052d123a,3.0,6.0,TW_Offense_IDs
3632,Regional Dortmund,Oficial,Khalil HOGGUI [FR],https://standings.stalruth.dev/2024/regional-dortmund/masters/35,https://pokepast.es/f6dd0eaa4a5e88d9,3.0,6.0,KOG_IDs
3633,Regional Dortmund,Oficial,Theocharis Iakovidis [CY],https://standings.stalruth.dev/2024/regional-dortmund/masters/422,https://pokepast.es/b76154785e739f21,3.0,6.0,
3634,Regional Dortmund,Oficial,Wolfgang Wilflinger [AT],https://standings.stalruth.dev/2024/regional-dortmund/masters/473,https://pokepast.es/53ce17687bc56a77,3.0,6.0,
3635,Regional Dortmund,Oficial,Patrick Schulke [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/91,https://pokepast.es/0052ba20b2d56eda,3.0,6.0,
3636,Regional Dortmund,Oficial,Kevin Barfuss [AT],https://standings.stalruth.dev/2024/regional-dortmund/masters/29,https://pokepast.es/d18721569ebe6c45,3.0,6.0,Pao_Prio_IDs
3637,Regional Dortmund,Oficial,Brian Kem [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/386,https://pokepast.es/33c46ae19aee29ee,3.0,6.0,
3638,Regional Dortmund,Oficial,Nicola Vavassori [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/526,https://pokepast.es/904e191997a6ab36,3.0,6.0,HardTR_IDs
3639,Regional Dortmund,Oficial,Paul Steinmüller [AT],https://standings.stalruth.dev/2024/regional-dortmund/masters/413,https://pokepast.es/899c266226e3e8dd,3.0,6.0,Pao_Prio_IDs
3640,Regional Dortmund,Oficial,Robert-Andrei Dobran [RO],https://standings.stalruth.dev/2024/regional-dortmund/masters/363,https://pokepast.es/1e9f1bc0093b61d9,3.0,6.0,
3641,Regional Dortmund,Oficial,Tim Votteler [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/297,https://pokepast.es/39b3acabbd121659,3.0,4.0,SetUp_DD_IDs
3642,Regional Dortmund,Oficial,Alexander Eisele [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/372,https://pokepast.es/22ed89929c59f699,3.0,5.0,KOG_IDs
3643,Regional Dortmund,Oficial,MINGYU CHEN [FR],https://standings.stalruth.dev/2024/regional-dortmund/masters/476,https://pokepast.es/8921b530d7abb8e7,3.0,6.0,
3644,Regional Dortmund,Oficial,Sasha Kowol [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/264,https://pokepast.es/7df665a6e933cb38,3.0,6.0,
3645,Regional Dortmund,Oficial,Harald Xerxes Kleinschrot Colomer [ES],https://standings.stalruth.dev/2024/regional-dortmund/masters/534,https://pokepast.es/03cfd536d2343e6c,3.0,6.0,
3646,Regional Dortmund,Oficial,Rens Heylen [BE],https://standings.stalruth.dev/2024/regional-dortmund/masters/401,https://pokepast.es/b169db23be5987ee,3.0,6.0,
3647,Regional Dortmund,Oficial,Sven Verhart [NL],https://standings.stalruth.dev/2024/regional-dortmund/masters/463,https://pokepast.es/9d36f6481cc5298f,3.0,6.0,
3648,Regional Dortmund,Oficial,Fabian Kussatz [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/206,https://pokepast.es/e2e7d95e7a7ee37f,3.0,5.0,Rain_Offense_IDs
3649,Regional Dortmund,Oficial,Niclas Krieger [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/97,https://pokepast.es/15e976e5c30aeb3a,3.0,6.0,
3650,Regional Dortmund,Oficial,Sebastian Holzner [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/501,https://pokepast.es/eb9fd7130cfb4a08,3.0,6.0,
3651,Regional Dortmund,Oficial,Elias Klinger [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/345,https://pokepast.es/a7d3fe0a7562d3c4,3.0,6.0,
3652,Regional Dortmund,Oficial,Christian Buttram [US],https://standings.stalruth.dev/2024/regional-dortmund/masters/95,https://pokepast.es/2c01050754b47b56,3.0,6.0,
3653,Regional Dortmund,Oficial,María Gabriela Moreno Gonzalez [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/41,https://pokepast.es/e08727ece4942685,3.0,6.0,TW_Offense_IDs
3654,Regional Dortmund,Oficial,Pascal Legband [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/334,https://pokepast.es/8311edaf2cce216e,3.0,6.0,FWG_TR_IDs
3655,Regional Dortmund,Oficial,Finn Seipold [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/296,https://pokepast.es/0e86d8628aa6d645,3.0,6.0,
3656,Regional Dortmund,Oficial,Lars Niehage [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/232,https://pokepast.es/49342fab2efcd4ba,3.0,6.0,
3657,Regional Dortmund,Oficial,Dominik Freund [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/492,https://pokepast.es/d7b1f92a23e12c1e,3.0,6.0,TR_Balance_IDs
3658,Regional Dortmund,Oficial,Eike Müller [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/19,https://pokepast.es/b4a560187b91ab80,3.0,6.0,
3659,Regional Dortmund,Oficial,Tom Siemer [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/70,https://pokepast.es/9163179cdcfdfde5,3.0,6.0,
3660,Regional Dortmund,Oficial,Frederic de Longueville [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/547,https://pokepast.es/5b90293c8567dae5,3.0,6.0,Spanish_Balance_IDs
3661,Regional Dortmund,Oficial,Jens Kassner [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/369,https://pokepast.es/dd28012d589fb08f,3.0,4.0,
3662,Regional Dortmund,Oficial,Jelmer Roos [NL],https://standings.stalruth.dev/2024/regional-dortmund/masters/50,https://pokepast.es/214a0d5fbc82e438,3.0,6.0,
3663,Regional Dortmund,Oficial,Mirko Brennfleck [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/447,https://pokepast.es/e8a70b16d7536649,3.0,6.0,
3664,Regional Dortmund,Oficial,Raico Pardo [ES],https://standings.stalruth.dev/2024/regional-dortmund/masters/329,https://pokepast.es/3dcb6c23244c40b4,3.0,6.0,
3665,Regional Dortmund,Oficial,Daniel Riedl [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/156,https://pokepast.es/d3990e3b8037ee97,3.0,6.0,
3666,Regional Dortmund,Oficial,Gregory Mohr [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/528,https://pokepast.es/9c0a626ea62d964b,3.0,6.0,
3667,Regional Dortmund,Oficial,Maik Sohn [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/27,https://pokepast.es/f2d0b25b8edd9713,3.0,6.0,HardTR_IDs
3668,Regional Dortmund,Oficial,Niklas Wiemann [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/239,https://pokepast.es/06e728d084d8e735,3.0,6.0,FWG_TR_IDs
3669,Regional Dortmund,Oficial,Felix Kraus [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/256,https://pokepast.es/163fa0033485386e,3.0,6.0,Pao_Prio_IDs
3670,Regional Dortmund,Oficial,Michele Mattia Renda [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/254,https://pokepast.es/183de1a3b1c853cd,3.0,6.0,
3671,Regional Dortmund,Oficial,Sten Schram [NL],https://standings.stalruth.dev/2024/regional-dortmund/masters/134,https://pokepast.es/51d1f8e9d32ffee4,3.0,6.0,HardTR_IDs
3672,Regional Dortmund,Oficial,Marius Sandrock [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/347,https://pokepast.es/2aa8210405abf947,3.0,6.0,
3673,Regional Dortmund,Oficial,Jort van der Meulen [NL],https://standings.stalruth.dev/2024/regional-dortmund/masters/494,https://pokepast.es/3a2ebebff11080d9,3.0,6.0,
3674,Regional Dortmund,Oficial,Christopher von Garrel [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/462,https://pokepast.es/49842f36142f8370,3.0,6.0,
3675,Regional Dortmund,Oficial,Gabriel Roller [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/12,https://pokepast.es/ea441a3dfe508dce,3.0,6.0,Psyspam_TW_IDs
3676,Regional Dortmund,Oficial,Amelie Münster [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/183,https://pokepast.es/a1d2ae0373e00d2c,3.0,6.0,
3677,Regional Dortmund,Oficial,Jacek Koniarski [PL],https://standings.stalruth.dev/2024/regional-dortmund/masters/498,https://pokepast.es/d9ad8330d67de92c,3.0,6.0,
3678,Regional Dortmund,Oficial,Sven Hermens [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/143,https://pokepast.es/b1fd0e60c4d6d1dc,3.0,6.0,Rain_Offense_IDs
3679,Regional Dortmund,Oficial,Rudolf Plötzeneder [AT],https://standings.stalruth.dev/2024/regional-dortmund/masters/283,https://pokepast.es/95363b79c687f6af,3.0,6.0,HardTR_IDs
3680,Regional Dortmund,Oficial,Jan Hölscher [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/102,https://pokepast.es/746a88e6763388a4,3.0,5.0,
3681,Regional Dortmund,Oficial,Shimon Persad [CZ],https://standings.stalruth.dev/2024/regional-dortmund/masters/163,https://pokepast.es/51a15197a042cd7b,3.0,6.0,TW_Offense_IDs
3682,Regional Dortmund,Oficial,Niels Hemel [BE],https://standings.stalruth.dev/2024/regional-dortmund/masters/217,https://pokepast.es/e0380c02c6300c3c,3.0,6.0,
3683,Regional Dortmund,Oficial,Nikolai Kügler [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/193,https://pokepast.es/7bdda7954e14e23d,3.0,6.0,
3684,Regional Dortmund,Oficial,Quinten Sandberg [NL],https://standings.stalruth.dev/2024/regional-dortmund/masters/87,https://pokepast.es/9ad35d5cbcc51643,3.0,6.0,TR_Balance_IDs
3685,Regional Dortmund,Oficial,Tobias Schneider [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/471,https://pokepast.es/9985c0bba6b8f1ee,3.0,6.0,Rain_Offense_IDs
3686,Regional Dortmund,Oficial,Stefan Engl [AT],https://standings.stalruth.dev/2024/regional-dortmund/masters/51,https://pokepast.es/8cb47210ef0c4fc9,3.0,6.0,FWG_TR_IDs
3687,Regional Dortmund,Oficial,Mert Gür [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/218,https://pokepast.es/159ec43d889d6f77,2.0,3.0,KOG_IDs
3687,Regional Dortmund,Oficial,Mert Gür [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/218,https://pokepast.es/159ec43d889d6f77,2.0,3.0,TW_Offense_IDs
3688,Regional Dortmund,Oficial,Sascha Eilts [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/522,https://pokepast.es/3d7535efee6d9b96,2.0,4.0,
3689,Regional Dortmund,Oficial,Bart van Oekel [NL],https://standings.stalruth.dev/2024/regional-dortmund/masters/66,https://pokepast.es/ffc68a9588992545,2.0,4.0,
3690,Regional Dortmund,Oficial,Florian Hotzel [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/271,https://pokepast.es/ed2c8e270cfb89ff,2.0,5.0,FWG_TR_IDs
3690,Regional Dortmund,Oficial,Florian Hotzel [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/271,https://pokepast.es/ed2c8e270cfb89ff,2.0,5.0,TurboMoona_IDs
3691,Regional Dortmund,Oficial,Luca Brinkmann [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/281,https://pokepast.es/3eb990955f7c4689,2.0,4.0,SetUp_DD_IDs
3692,Regional Dortmund,Oficial,Julian Knapp [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/46,https://pokepast.es/47582eff8f4302f4,2.0,5.0,Pao_Prio_IDs
3693,Regional Dortmund,Oficial,Ambre Plaisant [FR],https://standings.stalruth.dev/2024/regional-dortmund/masters/4,https://pokepast.es/902658d63e71bb25,2.0,4.0,SetUp_DD_IDs
3694,Regional Dortmund,Oficial,Nico Köller [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/529,https://pokepast.es/484edb208e51c840,2.0,4.0,
3695,Regional Dortmund,Oficial,Sam Sperl [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/16,https://pokepast.es/274ede1e6b103366,2.0,5.0,TW_Offense_IDs
3696,Regional Dortmund,Oficial,Federico Camporesi [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/545,https://pokepast.es/d9bed69648555e23,2.0,3.0,
3697,Regional Dortmund,Oficial,Max Müller [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/209,https://pokepast.es/c14341d1a62401a6,2.0,3.0,
3698,Regional Dortmund,Oficial,Benedikt Zeiger [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/452,https://pokepast.es/9c90e8479c160b09,2.0,4.0,DozoTatsu_IDs
3699,Regional Dortmund,Oficial,Armand Lefebvre [FR],https://standings.stalruth.dev/2024/regional-dortmund/masters/215,https://pokepast.es/bb70affd2bfa6fb5,2.0,5.0,Gholdengo_HO_IDs
3700,Regional Dortmund,Oficial,Jamal El Moutaoikil [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/375,https://pokepast.es/91fdf9aacc62d13f,2.0,3.0,
3701,Regional Dortmund,Oficial,Damir Kodzoman [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/94,https://pokepast.es/a669d54e7047be47,2.0,7.0,Psyspam_TW_IDs
3702,Regional Dortmund,Oficial,Fabian Sdzuy [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/88,https://pokepast.es/d457374087d6ed43,2.0,6.0,HardTR_IDs
3703,Regional Dortmund,Oficial,Josh Hendy [UK],https://standings.stalruth.dev/2024/regional-dortmund/masters/503,https://pokepast.es/94c60efd43a768de,2.0,5.0,KOG_IDs
3704,Regional Dortmund,Oficial,Andreas Zahn [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/158,https://pokepast.es/eb48738be6f96b95,2.0,5.0,TurboMoona_IDs
3705,Regional Dortmund,Oficial,Tobias Linz [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/89,https://pokepast.es/ca8a5f7aa8b3135b,2.0,6.0,
3706,Regional Dortmund,Oficial,Oriel Grant [IL],https://standings.stalruth.dev/2024/regional-dortmund/masters/227,https://pokepast.es/90b8801dc46930d1,2.0,5.0,
3707,Regional Dortmund,Oficial,Jens Bücker [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/175,https://pokepast.es/e38cfddef2525eb0,2.0,3.0,Pao_Prio_IDs
3708,Regional Dortmund,Oficial,Alessio Digiovanna [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/409,https://pokepast.es/6db966b261910c9d,2.0,5.0,
3709,Regional Dortmund,Oficial,Malte Schmidt [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/331,https://pokepast.es/7f94b85d8bafe57b,2.0,6.0,KOG_IDs
3710,Regional Dortmund,Oficial,Lennart Christe [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/377,https://pokepast.es/5e63935356d8cefd,2.0,5.0,
3711,Regional Dortmund,Oficial,Hendrik Förster [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/82,https://pokepast.es/ba7650acd6cbd77b,2.0,7.0,
3712,Regional Dortmund,Oficial,Louis Andresen [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/322,https://pokepast.es/4d961169d0a1afd8,2.0,7.0,Japan_Balance_IDs
3713,Regional Dortmund,Oficial,Joseph Russell [UK],https://standings.stalruth.dev/2024/regional-dortmund/masters/400,https://pokepast.es/a7fbd7ccb802fdf7,2.0,4.0,TurboMoona_IDs
3714,Regional Dortmund,Oficial,Fabian Heke [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/412,https://pokepast.es/3f9feeae461e60bf,2.0,5.0,
3715,Regional Dortmund,Oficial,Marcel Zielonka [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/270,https://pokepast.es/d90e7028fe135626,2.0,6.0,
3716,Regional Dortmund,Oficial,Frank Voltaggio [IT],https://standings.stalruth.dev/2024/regional-dortmund/masters/330,https://pokepast.es/be3a94bbf0420ceb,2.0,6.0,
3717,Regional Dortmund,Oficial,Timo Klimt [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/445,https://pokepast.es/7be2523aa3622b68,2.0,7.0,TR_Balance_IDs
3718,Regional Dortmund,Oficial,Christopher Mandok [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/382,https://pokepast.es/3e3e6390a860d9ff,2.0,7.0,
3719,Regional Dortmund,Oficial,Steve Richter [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/257,https://pokepast.es/5cb3f6a1ed3c6324,2.0,7.0,Hail_Offense_IDs
3720,Regional Dortmund,Oficial,Jakob Dürdoth [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/478,https://pokepast.es/2b77e3b8469be847,2.0,5.0,TR_Balance_IDs
3721,Regional Dortmund,Oficial,Sebastian Kral [HU],https://standings.stalruth.dev/2024/regional-dortmund/masters/192,https://pokepast.es/b3763cb7261b6494,2.0,7.0,Psyspam_TW_IDs
3722,Regional Dortmund,Oficial,Torge Bunzendahl [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/408,https://pokepast.es/a53006779a57695d,2.0,7.0,Pao_Prio_IDs
3723,Regional Dortmund,Oficial,Daniel Daertni [SE],https://standings.stalruth.dev/2024/regional-dortmund/masters/237,https://pokepast.es/2b6a8fc3b601e165,2.0,5.0,
3724,Regional Dortmund,Oficial,Alexander Kampf [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/513,https://pokepast.es/21ffa41d90c71a04,2.0,7.0,
3725,Regional Dortmund,Oficial,Oliver Hansen [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/544,https://pokepast.es/98ecaf2d2c2b89ac,2.0,7.0,
3726,Regional Dortmund,Oficial,Cristian Layana [CL],https://standings.stalruth.dev/2024/regional-dortmund/masters/511,https://pokepast.es/cc26de14e03f4088,2.0,7.0,
3727,Regional Dortmund,Oficial,Sebastian Schuh [DE],https://standings.stalruth.dev/2024/regional-dortmund/masters/67,https://pokepast.es/dafaf297fc2b3e66,2.0,7.0,
