ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4
NOf-1239,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Ivy Cudgel,Horn Leech
NOf-1239,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Snarl,Draco Meteor
NOf-1239,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Taunt,Icy Wind
NOf-1239,Landorus,Life Orb,Sheer Force,Poison,Protect,Earth Power,Sludge Bomb,Substitute
NOf-1239,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Sucker Punch,Wicked Blow,Close Combat
NOf-1240,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Dragon Pulse,Snarl
NOf-1240,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Taunt,Icy Wind,Protect
NOf-1240,Rillaboom,Miracle Seed,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,Protect
NOf-1240,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect
NOf-1240,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Sandsear Storm,Protect
NOf-1240,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
NOf-1241,Kommo-o,Leftovers,Overcoat,Steel,Iron Head,Body Press,Iron Defense,Protect
NOf-1241,Iron Crown,Booster Energy,Quark Drive,Psychic,Expanding Force,Tachyon Cutter,Calm Mind,Protect
NOf-1241,Indeedee ♀,Rocky Helmet,Psychic Surge,Fairy,Follow Me,Helping Hand,Dazzling Gleam,Heal Pulse
NOf-1241,Tyranitar,Assault Vest,Sand Stream,Flying,Rock Slide,Tera Blast,Low Kick,Knock Off
NOf-1241,Whimsicott,Covert Cloak,Prankster,Rock,Tailwind,Moonblast,Misty Terrain,Charm
NOf-1241,Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Follow Me,Stomping Tantrum,Spiky Shield
NOf-1242,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect
NOf-1242,Ogerpon,Wellspring Mask,Water Absorb,Grass,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
NOf-1242,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Sunny Day,Tailwind,Protect
NOf-1242,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield
NOf-1242,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Snarl,Heat Wave,Dark Pulse,Overheat
NOf-1242,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Icy Wind,Dazzling Gleam,Moonblast,Protect
NOf-1243,Cornerstone Mask Ogerpon,Cornerstone Mask,Sturdy,Rock,Sword Dance,Ivy Cudgel,Follow Me,Spiky Shield
NOf-1243,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,U-turn,Surging Strikes,Close Combat,Ice Spinner
NOf-1243,Dusclops,Eviolite,Pressure,Dark,Trick Room,Helping Hand,Brick Break,Haze
NOf-1243,Bloodmoon Ursaluna,Weakness Policy,Mind's Eye,Normal,Protect,Blood Moon,Hyper Voice,Earth Power
NOf-1243,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,High Horsepower
NOf-1243,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Parting Shot,Knock Off,Flare Blitz
NOf-1244,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Parting Shot,Will-O-Wisp
NOf-1244,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,U-turn
NOf-1244,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect
NOf-1244,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,U-turn
NOf-1244,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
NOf-1244,Volcarona,Sitrus Berry,Flame Body,Fairy,Heat Wave,Tera Blast,Quiver Dance,Protect
NOf-1245,Whimsicott,Covert Cloak,Prankster,Steel,Moonblast,Tailwind,Sunny Day,Cotton Spore
NOf-1245,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song
NOf-1245,Walking Wake,Life Orb,Protosynthesis,Fire,Hydro Steam,Draco Meteor,Flamethrower,Protect
NOf-1245,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Sacred Sword,Protect
NOf-1245,Metagross,Assault Vest,Clear Body,Dragon,Psychic Fangs,Hard Press,Bullet Punch,Stomping Tantrum
NOf-1245,Entei,Choice Band,Inner Focus,Normal,Sacred Fire,Stomping Tantrum,Extreme Speed,Flare Blitz
NOf-1246,Dondozo,Rocky Helmet,Unaware,Fairy,Wave Crash,Order Up,Earthquake,Protect
NOf-1246,Tatsugiri,Choice Scarf,Commander,Steel,Muddy Water,Draco Meteor,Icy Wind,Sleep Talk
NOf-1246,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
NOf-1246,Glimmora,Assault Vest,Toxic Debris,Grass,Power Gem,Sludge Bomb,Earth Power,Mortal Spin
NOf-1246,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Overheat,Snarl
NOf-1246,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Icy Wind,Protect
NOf-1247,Dondozo,Leftovers,Oblivious,Fairy,Protect,Yawn,Wave Crash,Heavy Slam
NOf-1247,Ting-Lu,Rocky Helmet,Vessel of Ruin,Water,Sand Tomb,Taunt,Ruination,Protect
NOf-1247,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Howl,Heat Crash,Breaking Swipe,Burning Bulwark
NOf-1247,Dragonite,Assault Vest,Inner Focus,Normal,Extreme Speed,Stomping Tantrum,Aerial Ace,Outrage
NOf-1247,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sacred Sword,Sucker Punch,Protect
NOf-1247,Ogerpon,Covert Cloak,Defiant,Grass,Ivy Cudgel,Stomping Tantrum,Follow Me,Spiky Shield
NOf-1248,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Knock Off,Flare Blitz
NOf-1248,Sneasler,Grassy Seed,Unburden,Flying,Swords Dance,Acrobatics,Close Combat,Protect
NOf-1248,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn
NOf-1248,Regieleki,Magnet,Transistor,Ice,Electroweb,Volt Switch,Tera Blast,Protect
NOf-1248,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Grass,Blood Moon,Earth Power,Hyper Voice,Protect
NOf-1248,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Protect,Dazzling Gleam,Trick Room,Helping Hand
NOf-1249,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Protect,Icicle Crash,Sucker Punch,Sacred Sword
NOf-1249,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
NOf-1249,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
NOf-1249,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Knock Off
NOf-1249,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,U-turn
NOf-1249,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Aqua Jet,Close Combat,U-turn
NOf-1250,Roaring Moon,Booster Energy,Protosynthesis,Flying,Knock Off,Acrobatics,Protect,Dragon Dance
NOf-1250,Incineroar,Sitrus Berry,Intimidate,Ghost,Parting Shot,Flare Blitz,Fake Out,Will-O-Wisp
NOf-1250,Amoonguss,Rocky Helmet,Regenerator,Fairy,Spore,Rage Powder,Protect,Pollen Puff
NOf-1250,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Perish Song
NOf-1250,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1250,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Thunderbolt,Draco Meteor,Snarl
NOf-1251,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect
NOf-1251,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,U-turn,Wood Hammer,Grassy Glide
NOf-1251,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet
NOf-1251,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Parting Shot,Will-O-Wisp,Flare Blitz
NOf-1251,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Protect,Sludge Bomb,Substitute
NOf-1251,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Encore,Spiky Shield
NOf-1252,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Parting Shot,Fake Out
NOf-1252,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
NOf-1252,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Fire,Surging Strikes,Close Combat,Aqua Jet,U-turn
NOf-1252,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,High Horsepower,Fake Out
NOf-1252,Amoonguss,Sitrus Berry,Regenerator,Water,Sludge Bomb,Rage Powder,Spore,Protect
NOf-1252,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Power Gem
NOf-1253,Dondozo,Leftovers,Oblivious,Fairy,Wave Crash,Heavy Slam,Yawn,Protect
NOf-1253,Ting-Lu,Rocky Helmet,Vessel of Ruin,Poison,Body Press,Sand Tomb,Ruination,Protect
NOf-1253,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Heat Crash,Howl,Burning Bulwark
NOf-1253,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sacred Sword,Protect,Sucker Punch
NOf-1253,Dragonite,Loaded Dice,Inner Focus,Steel,Extreme Speed,Scale Shot,Protect,Iron Head
NOf-1253,Glimmora,Sitrus Berry,Corrosion,Grass,Toxic Spikes,Mortal Spin,Power Gem,Spiky Shield
NOf-1254,Gholdengo,Leftovers,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect
NOf-1254,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Knock Off,Grassy Glide
NOf-1254,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Pollen Puff,Rage Powder,Protect
NOf-1254,Hisuian Arcanine,Choice Band,Intimidate,Normal,Extreme Speed,Rock Slide,Flare Blitz,Head Smash
NOf-1254,Alolan Ninetales,Light Clay,Snow Warning,Ghost,Blizzard,Moonblast,Aurora Veil,Freeze-Dry
NOf-1254,Iron Bundle,Booster Energy,Quark Drive,Ice,Icy Wind,Protect,Freeze-Dry,Hydro Pump
NOf-1255,Cresselia,Mental Herb,Levitate,Fire,Moonblast,Trick Room,Lunar Blessing,Protect
NOf-1255,Ursaluna,Flame Orb,Guts,Dragon,Facade,Earthquake,Swords Dance,Protect
NOf-1255,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Psyshock
NOf-1255,Rapid Strike Urshifu,Assault Vest,Unseen Fist,Grass,Surging Strikes,Aqua Jet,Close Combat,Ice Spinner
NOf-1255,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot
NOf-1255,Amoonguss,Rocky Helmet,Regenerator,Fairy,Protect,Rage Powder,Pollen Puff,Spore
NOf-1256,Indeedee ♀,Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Follow Me,Helping Hand,Trick Room
NOf-1256,Hatterene,Life Orb,Magic Bounce,Fire,Protect,Expanding Force,Dazzling Gleam,Trick Room
NOf-1256,Ursaluna,Flame Orb,Guts,Normal,Protect,Headlong Rush,Facade,Earthquake
NOf-1256,Torkoal,Charcoal,Drought,Fire,Protect,Heat Wave,Earth Power,Eruption
NOf-1256,Hisuian Lilligant,Focus Sash,Chlorophyll,Ghost,Close Combat,Solar Blade,After You,Sleep Powder
NOf-1256,Gallade,Clear Amulet,Sharpness,Grass,Trick Room,Wide Guard,Psycho Cut,Sacred Sword
NOf-1257,Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Rage Powder,Spore,Pollen Puff
NOf-1257,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot
NOf-1257,Porygon2,Eviolite,Download,Poison,Trick Room,Tera Blast,Ice Beam,Recover
NOf-1257,Landorus,Life Orb,Sheer Force,Steel,Protect,Substitute,Earth Power,Sludge Bomb
NOf-1257,Flutter Mane,Fairy Feather,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Protect
NOf-1257,Roaring Moon,Booster Energy,Protosynthesis,Flying,Dragon Dance,Acrobatics,Knock Off,Protect
NOf-1258,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Snarl,Burning Bulwark,Breaking Swipe
NOf-1258,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Taunt,Tailwind,Protect
NOf-1258,Flutter Mane,Focus Sash,Protosynthesis,Stellar,Shadow Ball,Icy Wind,Protect,Moonblast
NOf-1258,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Spiky Shield,Follow Me
NOf-1258,Urshifu,Black Glasses,Unseen Fist,Poison,Wicked Blow,Close Combat,Protect,Sucker Punch
NOf-1258,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Spiky Shield,Earth Power
NOf-1259,Flutter Mane,Choice Specs,Protosynthesis,Grass,Dazzling Gleam,Moonblast,Shadow Ball,Power Gem
NOf-1259,Raging Bolt,Leftovers,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Calm Mind,Protect
NOf-1259,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Sludge Bomb,Protect,Rage Powder
NOf-1259,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Fire,Surging Strikes,Aqua Jet,U-turn,Close Combat
NOf-1259,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Fake Out,High Horsepower
NOf-1259,Incineroar,Shuca Berry,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out
NOf-1260,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Protect,Icicle Crash,Sucker Punch,Sacred Sword
NOf-1260,Dragonite,Choice Band,Inner Focus,Normal,Extreme Speed,Aerial Ace,Stomping Tantrum,Outrage
NOf-1260,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl
NOf-1260,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
NOf-1260,Rillaboom,Clear Amulet,Grassy Surge,Poison,Wood Hammer,Grassy Glide,Taunt,Fake Out
NOf-1260,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Helping Hand,Trick Room
NOf-1261,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect
NOf-1261,Kingambit,Black Glasses,Defiant,Dragon,Iron Head,Kowtow Cleave,Sucker Punch,Protect
NOf-1261,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Imprison,Protect
NOf-1261,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark
NOf-1261,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1261,Amoonguss,Sitrus Berry,Regenerator,Fairy,Grass Knot,Pollen Puff,Rage Powder,Spore
NOf-1262,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Protect
NOf-1262,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1262,Porygon2,Eviolite,Download,Flying,Tera Blast,Eerie Impulse,Recover,Trick Room
NOf-1262,Amoonguss,Sitrus Berry,Regenerator,Fairy,Pollen Puff,Spore,Rage Powder,Protect
NOf-1262,Ursaluna,Flame Orb,Guts,Ghost,Facade,Headlong Rush,Swords Dance,Protect
NOf-1262,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Parting Shot
NOf-1263,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark
NOf-1263,Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1263,Rillaboom,Miracle Seed,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out
NOf-1263,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect
NOf-1263,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
NOf-1263,Kingambit,Assault Vest,Defiant,Fairy,Kowtow Cleave,Iron Head,Sucker Punch,Low Kick
NOf-1264,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Rage Powder,Sludge Bomb,Protect
NOf-1264,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out
NOf-1264,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Fire,Surging Strikes,Close Combat,Aqua Jet,U-turn
NOf-1264,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,High Horsepower
NOf-1264,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sacred Sword,Sucker Punch,Protect
NOf-1264,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect
NOf-1265,Basculegion,Life Orb,Swift Swim,Water,Wave Crash,Last Respects,Aqua Jet,Protect
NOf-1265,Pelipper,Rocky Helmet,Drizzle,Flying,Hurricane,Tailwind,Protect,Weather Ball
NOf-1265,Archaludon,Assault Vest,Stamina,Fairy,Draco Meteor,Flash Cannon,Electro Shot,Body Press
NOf-1265,Gholdengo,Metal Coat,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect
NOf-1265,Ogerpon,Covert Cloak,Defiant,Grass,Ivy Cudgel,Superpower,Follow Me,Spiky Shield
NOf-1265,Hisuian Arcanine,Choice Band,Intimidate,Fairy,Flare Blitz,Rock Slide,Extreme Speed,Tera Blast
NOf-1266,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet
NOf-1266,Gholdengo,Leftovers,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect
NOf-1266,Tornadus,Rocky Helmet,Prankster,Steel,Protect,Tailwind,Rain Dance,Bleakwind Storm
NOf-1266,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out
NOf-1266,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Protect,Sludge Bomb,Substitute
NOf-1266,Hisuian Arcanine,Choice Band,Intimidate,Ghost,Flare Blitz,Rock Slide,Head Smash,Extreme Speed
NOf-1267,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark
NOf-1267,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1267,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,High Horsepower,Fake Out
NOf-1267,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Sacred Sword,Protect
NOf-1267,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Substitute,Protect
NOf-1267,Galarian Zapdos,Choice Scarf,Defiant,Fire,Close Combat,Brave Bird,U-turn,Knock Off
NOf-1268,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Swords Dance,Spiky Shield
NOf-1268,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out
NOf-1268,Baxcalibur,Clear Amulet,Thermal Exchange,Poison,Glaive Rush,Ice Shard,Icicle Crash,Protect
NOf-1268,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
NOf-1268,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Icy Wind
NOf-1268,Suicune,Sitrus Berry,Inner Focus,Grass,Scald,Tailwind,Icy Wind,Snarl
NOf-1269,Dondozo,Rocky Helmet,Unaware,Grass,Wave Crash,Earthquake,Order Up,Protect
NOf-1269,Tatsugiri,Focus Sash,Commander,Steel,Draco Meteor,Muddy Water,Icy Wind,Sleep Talk
NOf-1269,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Power Gem
NOf-1269,Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Heat Wave,Snarl,Psychic,Dark Pulse
NOf-1269,Tornadus,Covert Cloak,Prankster,Dark,Bleakwind Storm,Taunt,Tailwind,Protect
NOf-1269,Urshifu,Choice Band,Unseen Fist,Poison,Wicked Blow,Sucker Punch,Close Combat,Poison Jab
NOf-1270,Dondozo,Leftovers,Oblivious,Grass,Wave Crash,Heavy Slam,Yawn,Protect
NOf-1270,Ting-Lu,Sitrus Berry,Vessel of Ruin,Poison,Sand Tomb,Ruination,Taunt,Protect
NOf-1270,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect
NOf-1270,Sinistcha,Rocky Helmet,Hospitality,Fire,Matcha Gotcha,Life Dew,Rage Powder,Trick Room
NOf-1270,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark
NOf-1270,Dragonite,Assault Vest,Inner Focus,Normal,Extreme Speed,Outrage,Aerial Ace,Stomping Tantrum
NOf-1271,Glimmora,Power Herb,Toxic Debris,Grass,Mortal Spin,Meteor Beam,Sludge Bomb,Spiky Shield
NOf-1271,Dondozo,Rocky Helmet,Oblivious,Fairy,Earthquake,Wave Crash,Order Up,Protect
NOf-1271,Tatsugiri,Choice Scarf,Commander,Steel,Draco Meteor,Muddy Water,Icy Wind,Chilling Water
NOf-1271,Gouging Fire,Booster Energy,Protosynthesis,Grass,Breaking Swipe,Flare Blitz,Howl,Burning Bulwark
NOf-1271,Ogerpon,Life Orb,Defiant,Grass,Ivy Cudgel,Swords Dance,Spiky Shield,Follow Me
NOf-1271,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sucker Punch,Sacred Sword,Protect
NOf-1272,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
NOf-1272,Chien-Pao,Focus Sash,Sword of Ruin,Grass,Ice Spinner,Sacred Sword,Sucker Punch,Protect
NOf-1272,Ogerpon,Life Orb,Defiant,Grass,Ivy Cudgel,Stomping Tantrum,Follow Me,Spiky Shield
NOf-1272,Raging Bolt,Safety Goggles,Protosynthesis,Electric,Thunderbolt,Dragon Pulse,Thunderclap,Protect
NOf-1272,Incineroar,Figy Berry,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Taunt
NOf-1272,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Hyper Voice,Helping Hand,Trick Room
NOf-1273,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Substitute,Protect
NOf-1273,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Fake Out,Taunt,Parting Shot
NOf-1273,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect
NOf-1273,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect
NOf-1273,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
NOf-1273,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Draco Meteor,Thunderclap,Electroweb,Snarl
NOf-1274,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,High Horsepower
NOf-1274,Raging Bolt,Leftovers,Protosynthesis,Fairy,Calm Mind,Dragon Pulse,Thunderclap,Protect
NOf-1274,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Knock Off
NOf-1274,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Shadow Ball,Dazzling Gleam
NOf-1274,Amoonguss,Sitrus Berry,Regenerator,Water,Protect,Sludge Bomb,Spore,Rage Powder
NOf-1274,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Close Combat,Surging Strikes,Aqua Jet,U-turn
NOf-1275,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Parting Shot,Fake Out
NOf-1275,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,U-turn,Grassy Glide,Fake Out
NOf-1275,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Follow Me,Ivy Cudgel,Grassy Glide
NOf-1275,Farigiraf,Mental Herb,Armor Tail,Fairy,Dazzling Gleam,Psychic,Trick Room,Helping Hand
NOf-1275,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Normal,Protect,Blood Moon,Earth Power,Hyper Voice
NOf-1275,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet
NOf-1276,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Will-O-Wisp
NOf-1276,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,U-turn,Fake Out,Grassy Glide
NOf-1276,Raging Bolt,Leftovers,Protosynthesis,Fairy,Protect,Thunderclap,Tera Blast,Calm Mind
NOf-1276,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Protect,Icicle Crash,Sucker Punch,Sacred Sword
NOf-1276,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,U-turn
NOf-1276,Landorus,Life Orb,Sand Force,Poison,Protect,Earth Power,Sludge Bomb,Substitute
NOf-1277,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Stone Edge,Extreme Speed,Snarl
